from,to
9109,5162
9018,1647
5191,5209
64,4925
7096,2521
6295,4413
2184,5723
5945,1545
7312,9376
2552,2599
4632,7188
5983,3374
5266,1284
3091,5859
67,4477
6184,3855
2466,5379
9568,5998
5241,5370
1742,5271
4889,4261
2409,3683
9178,7257
6652,8156
7535,4572
6490,7379
296,1359
3967,878
3729,7590
8785,28
3144,9232
4821,5222
4748,8247
1214,3365
4912,8806
1105,2090
3023,7810
6836,2829
2810,9430
9444,7045
9165,4639
5574,8720
5535,2432
7573,6417
5960,2627
4538,2084
1741,4701
8314,670
3111,6109
1881,9141
9393,5521
3084,8921
7024,1508
6204,1519
2157,8936
3991,8472
9070,6316
9744,3010
1075,3418
4726,4314
539,6064
1395,637
3095,6008
5803,5978
3894,4614
644,9941
7680,7054
6884,874
8607,5312
7302,2236
534,3009
6087,90
7397,9111
1805,8604
3285,9504
4742,4432
4126,8688
5118,5051
1785,3381
4571,6750
1631,1224
9491,5095
2352,8579
4637,2769
9983,9113
2453,7609
3114,4567
9624,2845
1416,7829
3455,6979
3820,6776
6249,3892
4614,1639
1681,867
4056,1608
7503,5918
3173,2695
1658,7312
2757,5170
1467,5632
5910,7460
5037,1337
3405,3260
4864,9127
3498,4313
6924,3563
7465,1556
3219,8459
1989,8490
4751,7849
9463,8213
1963,622
4860,5526
9310,275
3812,9617
1873,7148
8823,8980
754,642
9858,2645
4449,8363
2111,3752
7672,6807
6275,1130
8791,7578
2384,108
7005,9777
475,9471
8531,7587
3864,7289
4962,806
4689,2514
9285,9770
9013,8558
4441,7846
2414,4086
6544,5805
4251,2901
1877,7884
1915,4140
7082,9059
7947,2370
2494,3086
6823,4204
6698,1519
2573,6325
9546,9850
7455,7418
7337,4541
7894,2324
5333,5241
7156,5011
6785,2417
1954,292
6889,7550
4296,607
5616,4860
6251,6655
2966,901
2400,2702
3942,9304
7151,6909
6107,1558
2082,301
802,9753
9005,1885
7066,7329
5496,4848
4520,8763
936,4586
3623,2944
1116,2439
9389,3544
1058,9544
7001,506
1241,6139
1881,7217
4546,6309
951,2252
5056,3935
5411,9090
3054,3115
6940,5391
4303,2481
7864,7424
6145,4906
7332,3191
1931,40
2725,1260
5333,1648
8508,672
1719,1109
2983,286
6506,2034
437,4657
4346,6580
978,9068
701,9602
7216,4858
4077,4217
3046,1987
7681,2152
5042,3175
3018,8469
9243,6698
3721,7531
2626,9852
4286,1953
8006,4676
1099,4487
4390,1080
6102,7487
8001,6907
1134,8902
265,8772
6309,1390
1750,9159
7148,4057
4887,1651
7820,3220
7732,9031
1856,990
991,4097
129,4563
6808,1269
3817,5225
7872,1030
5944,4822
1221,7700
7573,3436
220,2978
1596,355
9916,3938
5318,2033
4807,3760
2662,5672
2484,7128
9744,1548
1703,1253
4324,671
8835,1463
3736,5339
5798,7791
4675,7692
1122,122
6678,1495
363,2952
9637,5643
3596,6824
2115,6483
2324,4354
9804,5460
8718,1744
7371,3609
415,5945
2604,921
7097,9564
9948,5666
6972,9302
3196,2484
6971,1569
2181,6412
4316,3289
2821,5643
4633,5979
2375,8371
1812,4780
9537,3342
2344,5347
9799,8458
9770,8964
7213,3013
1822,5514
345,769
7334,1776
6295,9540
5109,2653
1478,9614
9186,3306
7919,6840
5032,1440
4870,1014
9178,4947
3146,3672
7636,453
22,7283
7261,5544
4490,2150
6536,6100
8099,9340
6137,3025
7526,3310
5124,3826
1981,6306
9938,3534
552,2340
2093,620
7109,7311
9579,5322
5850,4807
1015,5466
1310,9750
2378,6282
6135,8450
409,4734
5775,3784
520,1228
2976,3799
9388,5140
8542,2331
190,1034
9524,5444
8716,4098
2454,8018
4313,566
3317,5343
7333,8215
4482,7130
295,7901
9498,2187
4678,3245
5375,5400
3015,8006
3271,1363
4257,6120
637,957
1532,8306
9462,6428
7048,6230
2206,2884
3450,1211
8289,9221
6721,2398
7493,9200
4839,5703
2356,1287
9923,2227
4264,7680
155,5043
1903,9270
8150,3488
2510,5309
1152,3850
1442,6384
7431,8876
8929,4456
8578,6973
2399,4906
6785,9029
7261,5838
9887,1273
5916,5832
2948,7190
8782,6277
9415,3254
3565,8676
4001,3474
6598,846
2316,7957
8269,6851
6907,1704
3108,1235
2227,4591
6,613
3463,5375
3661,4024
1809,7418
8643,4003
4396,6777
7382,5195
7391,9156
3253,1361
6004,4673
3687,3365
9782,4871
2331,7451
3160,6558
1865,7144
9187,9878
39,6425
3592,1472
4952,6816
7635,108
2784,5725
4208,9488
3218,7765
2536,1889
4570,289
7907,8321
2582,6229
5217,5590
1759,1195
8020,8403
9126,7515
7189,7125
5145,6922
5319,4268
4436,5181
617,8596
4548,3400
9700,8959
40,8567
7364,9328
2448,6167
3716,759
9335,4882
8370,5140
925,1318
8017,2090
8909,4225
9614,9073
8974,6251
3738,7575
420,5296
1509,6197
9686,4825
1356,8554
8346,2709
3465,262
3181,2777
7353,3557
1391,4241
268,2390
3834,7681
8421,4886
2643,2749
144,7758
9818,1810
2611,7638
4588,6831
909,3700
3544,6707
3132,3573
254,6052
9499,6599
3458,8169
3799,2881
2240,5253
4739,7039
4554,6577
3250,8349
6093,5668
1329,8880
4162,9425
2263,1932
4624,5070
4,8981
2990,7916
7767,197
1110,9272
4828,694
8485,7469
5410,5693
1807,1507
6555,84
6896,5384
8764,2435
4765,3497
2388,442
9401,8222
4378,6284
772,6575
623,1947
8237,6727
8370,2861
632,8275
3314,7304
2874,4247
4430,6143
7473,5006
4248,5929
5729,3467
3881,1658
2585,6561
9982,1392
1892,9563
4847,636
6524,6953
5456,2987
168,1447
9601,6481
9030,8332
160,2417
2244,7148
2447,1498
8936,2122
6847,3505
6592,3454
5003,7959
7284,543
8226,6424
5927,9325
4476,7712
8780,5789
6637,4857
2980,9762
3240,9941
9014,2916
4203,7652
7736,4144
5096,19
6426,9532
8931,1745
7890,389
9543,3855
817,5783
1668,8756
6277,3432
7603,9386
4840,5457
970,6312
565,1322
3482,781
890,737
9733,6134
7577,4743
7358,2972
4633,5735
7721,5821
2202,1396
3857,5941
150,2142
2104,4745
2610,240
7769,559
6164,6281
7977,125
4558,5412
2844,205
9080,7479
3764,6506
2380,6309
7749,475
4459,9040
371,7864
5709,5919
8109,2333
5766,1127
2819,3642
1939,9017
8594,2484
724,6376
960,9068
8836,1861
9682,6586
9971,4777
6348,3142
8565,8206
7696,4050
3314,1946
9655,1975
4974,9177
4606,4923
7028,2774
4904,3644
1180,1622
3457,8188
364,2450
2754,7352
5674,3503
912,4695
9167,4859
7407,8955
7142,9237
629,5847
3108,5641
1609,6414
4418,4440
8473,4755
4198,9792
3707,6051
7744,2861
395,2763
6752,7979
9908,854
9300,5415
9866,6263
7503,7953
3795,4416
758,7376
8134,8221
6916,82
4395,4800
333,5678
6386,1274
5535,921
8304,3698
4708,6049
3092,3989
7748,7881
6968,6442
1112,5697
7587,9792
3753,4288
3803,9159
6087,3729
1240,4440
501,1353
3603,7074
1938,7281
9533,7394
3891,8035
156,7502
4139,2661
736,4174
6012,429
8372,1031
3095,8560
7504,1686
5968,5340
6364,6149
5309,7038
7006,7997
7117,960
5108,5816
2629,6979
4509,2097
965,2341
6546,8347
4874,7070
6675,6794
2621,7565
6795,7858
9400,2490
709,5003
5048,8728
6072,9389
8477,521
5646,334
4447,2541
9907,7861
7323,169
3032,6138
2939,784
7926,2364
2228,5489
2288,7182
5625,2444
9922,2607
8812,8130
150,6580
597,8712
1829,5125
7659,5607
5658,1649
6591,9428
978,7630
6344,279
9584,8929
7416,3322
8973,7094
2030,10000
604,8013
5381,2671
6508,1089
794,1115
4486,3654
9003,1281
7654,6462
1978,2605
8679,8344
7376,9752
4007,5751
2831,3361
7066,6650
800,5814
842,4685
1179,9504
7835,5067
6709,5241
8973,3389
6068,1931
9915,1684
7326,246
4544,7023
783,957
6809,3561
7640,1469
8245,211
5493,4011
5657,6121
1575,1193
2673,8676
6176,2917
5601,5212
5118,9055
9881,8487
4414,5300
7191,8850
7778,9819
4374,9898
1357,7388
3300,3416
8554,3032
9473,9287
2429,3753
6163,7203
8481,5190
2407,4176
5473,6707
2833,1012
7026,3731
1301,1698
4317,9307
5679,4452
5179,5365
2140,8212
8408,5389
9371,8199
4330,3164
2158,6054
7467,2638
3866,11
3778,1282
1438,4324
1553,1038
4721,8375
3239,3980
8052,963
6164,1348
4358,462
9469,6167
4838,176
3510,9894
8035,107
8140,2637
6416,7382
9333,6832
9443,4308
462,6672
3052,2982
3188,7417
5107,8122
5471,9579
9242,5693
8,7332
9042,7796
4156,3670
9497,9395
5496,4234
4048,521
244,3264
651,9096
5212,2242
2402,2772
3625,7364
6581,8168
1199,9546
8508,3423
2479,2679
4635,6485
9581,2428
8309,5739
508,2549
1624,5073
4341,1340
3574,8403
5686,7129
5220,6451
3511,487
8746,7375
7655,1571
6283,7134
6022,6611
9231,1980
188,7873
2140,911
2758,9539
9300,4326
5921,905
9975,1117
1518,6290
3624,1775
1494,330
2718,7241
5591,788
2929,1527
1101,6800
3124,2317
1612,3434
242,5828
6824,5135
4464,5711
4632,1068
5874,5289
3567,709
3498,8796
202,2270
1212,4080
616,6842
4829,1983
6579,5261
505,1569
4797,1632
6803,2441
7509,7521
1703,3307
7593,3764
7020,7768
8790,299
9333,552
682,1709
7558,1938
6411,3302
4980,9851
9952,2538
6613,5800
7037,8247
4135,4962
8476,1990
6092,6390
8182,3917
4803,6773
578,9061
9586,8655
9444,3379
9743,103
9079,4774
8430,1091
1061,4844
2085,9042
5250,4624
1947,9258
6537,5396
5695,653
6990,3175
372,2231
403,8851
5258,4231
5958,8261
1800,9975
3527,2666
6997,250
3352,7875
4503,8466
2845,8581
2018,4186
1730,4879
2754,3606
7036,4089
6324,7910
552,7205
5822,3473
8031,5637
1151,5891
5515,1081
6177,2149
5523,674
1659,3014
8610,9496
5747,899
2006,5909
2033,808
7109,4780
8446,7683
1785,9961
5291,7201
7164,391
1870,3303
4831,8440
7752,2767
6260,3044
1314,9405
4971,6337
8245,9549
3193,5754
712,3596
5893,5600
4100,5247
3997,2554
4692,2867
8773,4762
1384,5202
8383,5518
1481,5118
8214,8416
9367,7486
4484,1658
1549,4691
3060,5513
8294,2005
3618,9405
5561,4591
3646,7466
1712,1971
7407,3870
503,9691
4036,6671
287,1725
2550,4960
7922,9146
7497,6768
65,9028
9345,1728
5176,7146
1,1919
7635,4817
7215,4452
9563,9184
9828,1142
793,312
2575,9995
9243,9806
5977,7483
4612,5367
1347,289
1853,8191
4843,9118
8601,5909
2270,7161
2759,311
8919,4199
2624,5381
4294,9811
2753,5908
1787,746
5986,5970
6946,3237
2420,9601
5913,4836
4378,7427
3963,5636
4894,5824
5313,9741
4101,2470
495,5562
1980,1133
8634,9765
9633,517
5289,1406
6399,9759
5961,5720
3889,1126
7882,673
231,6344
7735,476
150,2660
5395,3789
4330,6274
7710,6992
5943,7257
2776,8374
3677,3361
3772,2893
8922,5958
141,1434
1865,4261
7903,5670
5048,2022
1020,4338
3943,694
279,9113
8508,3024
8701,7921
5236,3368
2775,4956
6164,3572
6524,161
7101,5383
7556,6067
3646,4331
1719,9707
7939,2553
4915,2198
2220,5160
9757,2413
5848,8913
575,8589
992,2587
9647,1459
2928,103
8528,9110
1600,1162
7121,5328
5425,4210
3668,6394
5010,759
9706,1347
7378,144
5097,9453
5504,959
9839,4981
367,490
6960,2525
3621,151
699,1831
3,2675
8364,4432
1246,8319
3114,3030
5067,4855
800,9864
794,1424
2185,1849
1785,3854
2644,6144
8202,8735
1576,3615
1519,8312
8752,3469
6241,7513
4711,2354
6399,799
1839,367
4180,6071
1835,1288
3377,6794
6285,3375
9082,7977
1210,4958
1373,9718
4985,721
620,7388
5258,941
4508,5053
5651,8385
8790,7190
7958,6104
5130,3184
7262,3639
6468,8998
6440,4825
4727,9342
1455,4613
4421,3158
9839,1576
1169,9917
9931,869
3531,5515
1499,3094
1786,349
9101,2893
1993,9553
9211,8875
5368,3066
9677,5212
6755,9217
6885,4813
8607,1544
1625,636
1072,1196
8574,6891
6569,295
7247,752
1467,9118
8429,379
4046,7854
3520,548
5789,2958
1820,1425
1323,657
6063,5106
7188,3210
8678,8697
8847,2732
6864,3369
7743,3181
5018,5818
7225,679
4825,549
7552,4155
166,834
7707,7522
7603,1820
7720,2465
876,1742
9433,9304
7001,3117
317,8311
8399,1921
1178,2061
5495,6512
9414,3583
8470,8441
3925,5794
2923,5770
749,3029
3896,6463
8021,2381
1832,8104
6348,2366
5278,9173
7558,8563
5422,6576
1328,139
2405,3383
9221,7904
1218,4885
1593,6197
2216,2940
162,2491
3964,610
8423,512
1065,7893
2449,1477
3363,3547
9918,4602
296,9658
5316,984
8178,5777
2610,2394
410,1857
3410,9865
2023,9660
2475,5827
7219,7576
2099,7703
2142,5552
5778,6320
6236,4424
2354,3644
4425,154
306,6519
7725,9170
9145,3097
9291,2786
7303,440
8739,8019
919,1467
1767,617
369,6701
683,8273
7821,826
1301,1850
4258,9817
9108,9789
1324,5574
5246,1642
1131,1691
1137,9888
8488,8234
602,6169
5171,8058
212,1904
2295,1003
9913,640
3487,263
6020,9034
2274,5064
3702,2002
4122,8672
6919,8711
8163,8952
5221,2333
6574,4665
2376,1193
6709,6385
4934,856
6521,1634
9105,5164
39,349
6750,9940
1481,518
514,7831
9608,6724
4085,4413
3280,1527
120,9178
6508,6470
8482,3864
5424,6069
6662,3264
8549,9392
6641,5812
3982,2118
2879,2268
8234,8164
4893,7115
1923,4284
7913,2621
5795,3603
1109,8639
4758,3556
1019,3755
3706,6788
6762,6111
7586,707
3663,4553
5131,9675
1151,9425
3142,9817
1552,5683
3428,1189
4375,8039
7712,5359
3308,2015
5941,4024
6923,7388
1376,2506
1235,2013
3489,1205
6785,8630
2059,5063
5287,9289
9979,5111
1781,4707
2933,607
3033,5
7385,7219
1443,8077
2133,7234
2945,9601
9060,8488
2090,6536
1892,4925
9414,2005
8981,9278
4010,4433
9374,630
5666,6835
5289,2024
7414,3038
5694,2284
6095,7239
6494,8756
7171,9298
2134,537
3611,7512
1299,343
1478,4599
8676,50
1271,6502
8427,4259
1722,9811
9966,163
820,4860
2042,7042
7463,6774
8055,5028
8356,4797
9526,8458
5307,56
5606,104
9663,1880
1094,7992
5509,4685
5238,3051
4618,5573
6790,8423
5652,5554
8784,8945
6737,1655
1185,8008
8508,7695
4066,2012
2862,1817
5573,1625
3600,660
1355,9348
8687,7411
5490,720
5064,1437
9740,4061
2947,5685
7371,9167
9357,560
5944,1686
781,1192
8658,6463
9288,8908
2804,470
7775,7393
5871,8598
1510,1274
4135,2495
6688,5743
3914,6179
6,9517
8362,3037
342,9738
108,398
3368,499
3497,8886
8812,7460
1618,4587
7247,8003
5648,4808
205,633
4857,9717
5184,3198
2255,6015
7318,5744
7586,2181
1216,4367
5606,8382
5079,7273
9087,1049
6858,9805
6488,8963
5634,5182
2836,7487
726,6
8716,3685
3146,8164
1462,1962
5986,6036
1191,487
3333,8281
5567,3929
6381,2633
3490,9780
6314,7365
5783,4420
3078,7779
1066,674
4803,5227
1020,1584
7297,778
9690,8321
7372,7126
7883,5448
3585,4591
6114,1787
1281,4014
2660,5555
1055,1341
403,6547
275,5346
5161,9107
5553,3434
2288,9528
3523,2750
1070,2113
5859,9140
6975,4785
5621,7364
5754,8900
4481,8949
5973,831
2878,2004
1381,6153
4410,256
5325,8304
3318,5045
5623,4409
5214,3620
5345,6248
2439,6379
9311,5784
1361,4150
2431,5607
4443,6401
8985,3089
2261,632
2708,8168
561,8510
3894,2813
8387,5830
4276,3997
5304,4722
1943,8267
5714,8966
6464,182
4977,9319
6898,662
2206,997
8189,9033
3745,3618
7643,5140
4242,8302
1203,648
1484,385
9772,51
6109,9139
4027,5008
4427,4876
1917,8732
8609,2147
6416,9350
7126,2309
3611,2290
3118,9333
1518,4073
9530,9098
9317,801
8075,6825
726,2133
7588,5823
7497,705
9245,11
3575,252
6020,7175
1531,6209
3198,7617
3590,5308
4875,3098
7119,8654
4343,3050
9431,5773
2460,4253
6121,5692
6501,1294
3456,1682
1406,4303
724,5097
8967,8786
8156,4421
3623,5127
7511,46
6237,1907
7894,4780
6674,9529
8977,3279
9002,5079
9321,1816
6890,3600
125,9112
2067,2657
2743,5779
2396,227
2990,8031
1518,6972
1150,4703
504,8577
5540,487
5235,796
5171,1515
2624,1974
5285,9064
2206,114
8539,8399
6680,4662
773,7769
3642,4646
1021,9932
9028,2111
3421,8521
1847,5533
4881,3214
8860,1017
2343,6863
4580,2466
3267,1260
9626,2902
7471,1998
2901,6814
7280,8388
3241,1732
1539,3829
2893,4081
294,4177
5976,3719
4532,8409
901,8424
1064,2503
2165,2354
5203,7370
6067,343
5080,6018
5954,7677
7988,3733
3827,8878
283,8748
355,461
8717,174
6209,710
5112,4438
2605,1552
3847,5363
5580,5651
4744,9596
2504,976
5340,7918
8485,6401
439,7907
1806,9789
5191,5105
8813,2904
6577,8364
409,901
5782,6345
7530,1369
8789,4144
7256,8878
4795,1244
1409,2384
1525,291
1050,9383
6022,5261
4557,7794
3204,5811
9264,8140
1116,8389
6278,7806
7894,7959
927,5025
6115,5337
9195,846
8610,7922
1180,4356
9651,7544
9752,8548
7347,7391
3517,7356
7237,2860
464,5839
7186,2580
9182,4286
6807,9558
83,7381
9725,4881
3465,3508
8726,5667
8424,5304
2515,7568
988,7078
819,9851
5860,5411
4261,6612
8775,2339
2398,1838
833,1852
9062,6923
9243,9846
4189,7639
5768,4433
1052,926
8331,9827
7749,523
7222,9709
8284,4558
622,6328
511,8440
7818,8049
4289,9958
5130,3583
7956,1144
1029,7213
9284,7469
9882,7656
9009,3005
6712,2630
9413,7730
5193,6321
1284,9604
8729,9567
5152,9296
2900,5871
7948,1540
1853,2114
1033,7705
8012,6468
1404,3758
191,2182
2688,9069
1393,4713
7624,6412
3111,744
2893,3442
455,2034
4005,9811
4420,9507
8869,9738
6004,2015
1181,2019
6658,122
3025,5154
9791,1271
9481,5491
756,570
3326,1023
5234,1692
4036,8855
8987,2043
1911,5072
5113,5355
5486,8620
3979,1453
6477,3105
353,9035
9270,5800
7725,2861
1183,6100
9241,1291
6526,1036
6967,6943
4657,6727
3827,1557
8891,8531
1061,1347
6169,9426
5731,7487
6866,1714
611,7058
1708,3320
5950,3783
9084,4648
1633,2335
5285,2963
6780,7316
3170,9773
1501,6968
4782,8073
6311,5561
480,4020
1211,6419
7749,3355
6713,6131
2294,8842
8208,2436
5640,9650
4721,5767
5970,3382
5762,7811
920,9987
4766,1319
5030,8697
5801,3816
8793,2906
5618,3868
2424,925
8897,7969
9376,9887
5823,6474
7772,2984
7477,2567
659,3909
6829,9249
6476,2407
8901,7999
1804,9448
3570,4727
5408,6181
288,548
5350,6412
7736,7216
7702,7571
5402,7503
590,4498
58,1321
314,4095
9335,705
3347,7909
7526,6214
9406,5487
7277,9157
805,3638
940,9577
3523,2853
38,5713
9433,6517
8764,380
6782,7674
8875,1219
9203,7385
2876,7714
7203,9812
2921,7573
7961,4884
3392,6780
6221,9314
9599,2859
6215,802
8911,592
2148,5884
7758,5057
8373,5912
7812,2193
1156,6661
7655,1615
7842,6694
2730,8236
7324,731
2512,8151
9660,9415
7343,4246
8828,6435
3999,7923
7797,494
4001,6496
7141,1471
6572,7273
5951,2553
9315,1029
5437,3209
755,2440
3072,1407
4840,7720
6248,8999
9999,3786
6559,1315
9382,2857
367,919
5744,7410
1604,3712
6837,494
6380,1537
8470,3149
8827,3276
1453,8604
8635,4298
1906,9602
3249,7063
2379,9245
6219,7837
9099,5540
4357,3419
8699,9400
7978,6433
4967,732
1864,6219
3183,2558
4236,9576
7021,8753
9149,1285
2918,4760
1173,1019
3721,1761
4361,7362
901,8364
713,4496
408,4615
4147,3347
9057,9399
1266,8006
2583,5413
8932,4755
4403,6546
2746,8005
1175,2025
568,5817
9426,463
8364,2497
9884,5001
4731,6980
5835,139
9303,7542
4665,2264
2909,4703
9868,5131
2746,2554
6101,1137
7966,8204
9316,9008
89,1839
7096,696
6657,2971
4117,5541
9638,4080
974,5422
7581,2834
514,2653
9928,5936
8754,2187
5430,355
560,6600
7511,7552
8212,1683
2712,827
1976,7276
7645,344
3,6324
28,6958
4867,5453
8822,9179
6691,5812
8801,3854
9020,8727
7824,2453
7896,644
6900,7859
5346,3392
1483,4141
5272,5505
5431,3154
6114,3145
2474,1365
541,9647
4797,1576
8320,7403
1920,8087
1584,9294
2715,2046
5119,1420
3619,9703
7055,8935
6233,2500
5620,5721
524,1765
8567,8782
3007,4007
6454,5595
6613,1754
2905,7471
7048,8317
8000,8180
2313,6791
4473,6242
3873,4628
1405,9617
8086,1435
9482,5608
9002,585
5595,5655
830,1964
6403,8877
8115,7469
1416,7335
8145,7754
2092,4646
9456,4959
8328,8636
5331,7361
9617,738
3174,7590
9948,9977
5244,1045
9885,907
283,7654
2859,2813
8547,8165
9808,9332
1177,1928
668,6864
3554,3386
8313,3801
5802,9731
826,5301
6613,2790
3340,3140
1917,8440
2334,5448
8346,7112
7437,2708
9807,4239
1224,1199
5969,980
947,5381
8307,4892
422,4235
9276,2301
533,1116
4234,5006
8123,9589
3344,6253
6047,4890
1003,3068
265,1091
4338,6153
3406,8470
8795,2888
7558,9682
2475,1391
8783,8181
9110,2701
2891,571
8052,7768
1764,787
6644,3987
4607,8720
6714,8328
2398,6729
4531,1943
4608,9037
6618,635
7811,7735
8276,4501
5498,7129
6517,4840
2873,504
8709,7776
525,3988
5421,9647
6185,5538
2331,6806
2170,7752
2662,524
5116,9157
5723,2990
4998,3595
4373,3267
6929,8745
4491,7819
3142,9433
9780,515
8996,2898
3142,9816
7249,5627
3723,4086
728,7581
6021,7851
8145,6180
5592,5021
606,6162
5477,4740
7089,1840
3992,1957
6299,209
5799,5516
3983,4837
4955,2358
4677,5095
1819,8312
4475,4915
1779,4800
5782,7512
4628,1558
9142,85
4980,3278
8071,9572
5958,6300
4804,1648
6933,228
3638,3540
3003,7918
1818,6561
1230,6323
1136,1403
6057,4294
3167,225
8296,1538
359,5415
4732,7675
734,8993
5887,3699
6924,5727
3170,9229
5650,6976
1554,70
6309,2116
5770,9668
7945,4674
6097,6542
5128,6754
7380,9862
8930,5240
2030,9311
2734,7197
7043,5807
6686,860
476,8162
4992,1702
2797,9048
225,7875
7747,2940
8701,902
6953,7794
5185,667
7577,445
2626,8751
8239,6010
1254,8012
1897,4684
9199,1376
6971,8613
5912,9049
7088,9357
1240,1279
9498,9618
5716,7757
938,1453
5105,8622
5819,6252
6759,7760
1945,4658
1569,2008
8047,7303
9440,6546
2078,2013
8287,962
442,3344
1570,1228
5853,6185
9416,5052
8655,3376
2527,2691
9037,8267
4390,7584
3654,4567
5757,3782
4453,3521
9977,3071
8793,4018
917,8013
8960,7685
9458,5928
1217,4742
5294,122
9033,9833
8915,2867
5086,1844
1382,1593
367,7546
5456,9583
5564,5781
1241,9777
5682,1904
8672,5882
559,1006
2583,9090
2003,1481
4555,7943
2519,7211
8034,6182
1544,8034
5629,1334
699,132
8141,4674
4677,8912
961,1473
4658,9324
333,2260
3587,3456
4759,8635
1221,1455
1723,5332
6572,4173
9135,8513
9343,3761
5088,6708
9036,8120
6363,3802
3580,755
8968,5746
2433,5967
8192,3849
3372,5071
2479,9187
5644,6824
4324,8599
5921,6297
6422,8023
7038,8596
1153,3867
6828,7069
8814,3241
6987,7311
1472,7987
595,3333
6859,8062
7065,1788
4543,4122
2574,4082
2402,5106
5873,1754
5883,9970
5429,2288
1898,4656
3613,7907
3174,3241
9331,2580
7167,5401
2744,4634
3777,4293
7798,3615
6890,1305
5617,7098
1090,7177
6875,1481
6985,7318
5607,7755
6560,7920
4166,200
1757,9586
4045,5422
6401,9439
9192,2089
4502,2054
2359,1837
1106,5444
6102,2835
3513,1303
459,2830
1599,7707
1497,9657
42,4867
9009,6303
7397,6757
3464,8038
5153,4674
2691,6232
119,6320
8911,6544
7401,1766
1197,4990
4294,3156
2186,7351
1164,765
2125,5244
7847,7426
7914,8068
2760,3004
2467,4649
4913,7669
4606,4492
3468,6451
8914,1350
3899,5042
1259,1085
859,3149
6621,6015
5986,713
2645,5085
7047,4622
9674,2727
2288,8435
9299,3504
4742,7781
4146,478
838,7059
9694,5408
4657,1513
2990,7148
2386,5335
5505,8612
8559,3678
7163,3156
3129,1511
794,235
6158,991
8407,7044
7838,4290
2983,5056
6266,9891
1057,1809
8232,6357
8762,5205
6291,1145
4860,3805
7440,1893
2389,2634
2699,9357
7420,8547
4864,2817
9438,1268
1317,4851
7942,8023
404,1683
6236,4008
2887,2025
5348,9511
2956,7693
6487,4831
7096,5926
4031,9054
1096,382
6283,6881
1410,9071
4018,5646
3978,9021
6149,5421
9088,5454
5757,5395
5975,9018
8244,3164
1265,203
9055,1540
2453,9425
1496,211
6227,4165
2459,7155
3054,1272
5974,7039
2216,8151
6371,4729
3884,5501
178,4472
6932,4821
8383,2317
1258,1818
1764,8256
3692,5918
1719,8716
6249,3747
7155,2627
5767,4905
8452,7887
4519,4229
9932,6407
1201,5562
259,1898
7273,8470
7163,2683
6371,780
2657,8744
5234,4217
9087,4201
3020,7525
8223,6002
1993,5096
5770,3253
9898,9223
8959,4295
2919,7498
6671,4621
8209,5835
5380,595
6646,2604
994,472
